ICAO,NOTAM No,Q Code,From,To,Schedule,Text,Lower Limit,Upper Limit,Created Time,Farsi
OISS,A1519/24,OIIX/QOBCH/IV/M/AE/000/999/,2404270627,PERM,,"REF AIP PAGE AD 2-4 OISS ITEM 2.10, THE FOLLOWING OBSTACLE IN APPROACH 11R / TKOF 29L AREAS AFFECTED HAS BEEN CHANGED: OBST TYPE: ILS GP 29L ANTENNA ELEVATION: 4907 FT AMSL MARKG/LGT: LGTD COORDINATES: 293145.5N 0523619.6E AMEND AIP ACCORDINGLY. CREATED: 27 Apr 2024 06:28:00 SOURCE: OIIIYNYX",,,27 Apr 2024 06:28:00,
OISS,A1518/24,OIIX/QOBCE/IV/M/AE/000/999/,2404270624,PERM,,"REF AIP PAGE AD 2-4 OISS ITEM 2.10, NEW OBSTACLES EXIST IN APCH 11R / TKOF 29L AREAS AFFECTED WITH FLW SPECIFICATIONS: OBST TYPE ELEVATION MARK/LGT COORDINATES ----------------------------------------------------------------- 1- CEILOMETER 4901 FT AMSL NIL 293153N 0523625E ANTENNA 2- METEOROLOGICAL 4927 FT AMSL LGTD 293242N 0523421E ANTENNA AMEND AIP ACCORDINGLY. CREATED: 27 Apr 2024 06:26:00 SOURCE: OIIIYNYX",,,27 Apr 2024 06:26:00,
OISS,A1517/24,OIIX/QOBAW/IV/M/AE/000/999/,2404270621,PERM,,"REF AIP PAGE AD 2-4 OISS ITEM 2.10, THE FOLLOWING OBSTACLE IN APCH 11R / TKOF 29L AREAS AFFECTED COMPLETELY WITHDRAWN: OBST TYPE: LOC 29L ANTENNA ELEVATION: 4946 FT AMSL MARK/LGT: LGTD COORDINATES: 293248.6N 0523354.0E AMEND AIP ACCORDINGLY. ---------------------------------------------------------------- CREATED: 27 Apr 2024 06:23:00 SOURCE: OIIIYNYX",,,27 Apr 2024 06:23:00,
OISS,B0979/24,OIIX/QNNXX/E/000/999/,2412230853,2503232359 EST,,TACAN SYZ CH 94X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:52:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:52:00,
OISS,B0962/24,OIIX/QNXXX/AE/000/999/,2412230841,2503232359 EST,,UDF FLTCK EXPIRED CREATED: 23 Dec 2024 08:42:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:42:00,
OIFM,A5030/24,OIIX/QWMLW/IV/BO/W/000/130/,2412250930,2501161430,"DEC 25 AND JAN 01 , 08 / 0930-1430 DEC 26 AND JAN 02 , 09 , 16 / 0430-1430",GUN FIRING WILL TAKE PLACE WI AREA: 321953.3N 0513837.8E 321931.2N 0513809.5E 321655.1N 0514116.4E 321623.8N 0514045.4E TO THE POINT OF ORIGIN.,GND,13000,21 Dec 2024 10:24:00,
OIFM,A4960/24,OIIX/QRMCA/IV/BO/W/000/150/,2412121853,2503131311 EST,,"NEW TEMPORARY CAUTION AREA ESTABLISH WITH FLW SPECIFICATIONS: IDENTIFICATION: OIC200, NAME: ESFAHAN, COORDINATES: 330930N 0504004E 332158N 0505002E 332259N 0505656E 331406N 0505659E 330300N 0511052E TO THE POINT OF ORIGIN, LOWER LIMIT: GND, UPPER LIMIT: FL150 , TIME OF ACTIVITY: NOTIFIED BY OIFM ATC , MANNED OR UNMANNED AIRCRAFT (FLIGHT TEST ARE",GND,FL150,12 Dec 2024 18:55:00,
OIFM,A3535/24,OIIX/QCAAS/IV/B/AE/000/999/,2410010633,2412300624 EST,,MILITARY /EMERGENCY UHF FREQ 243.000 MHZ U/S. CREATED: 01 Oct 2024 06:36:00 SOURCE: OIIIYNYX,,,01 Oct 2024 06:36:00,
OIFM,B0965/24,OIIX/QNXXX/AE/000/999/,2412230843,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:43:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:43:00,
OIAW,A4697/24,OIIX/QOBCE/IV/M/AE/000/999/,2411300549,2502280800 EST,,A LGTD MAST ERECTED AT NORTH OF RWY 12/30 WITH FLW SPECIFICATIONS: COOR : 312054N 0484626E HGT: 182 FT AGL CREATED: 30 Nov 2024 05:51:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:51:00,
OIAW,A4078/24,OIIX/QMRLT/IV/NBO/A/000/999/,2410131220,2501112030 EST,,MNM TKOF VIS FOR RWY 30: 3000 M ACCORDING METAR. CREATED: 13 Oct 2024 12:21:00 SOURCE: OIIIYNYX,,,13 Oct 2024 12:21:00,
OIAW,A4077/24,OIIX/QPILT/I/NBO/A/000/999/,2410131214,2501112030 EST,,"REF AIP PAGE AD 2 OIAW IAC 2-4, IAC 2-5 AND IAC 2-6, THE OCA/H STRAIGHT SECTION FOR FLW INSTRUMENT APPROACH PROCEDURES SUSPENDED, ONLY OCA/H FOR CIRCLING AVBL: - INSTRUMENT APPROACH PROCEDURE AHWAZ VOR Z RWY 12 CAT A/B/C/D, - INSTRUMENT APPROACH PROCEDURE AHWAZ VOR Y RWY 12 CAT A/B/C/D, - INSTRUMENT APPROACH PROCEDURE AHWAZ VOR X RWY 12 CAT A/B/C/D. CREATED: 13 Oct 2024 12:16:00 SOURCE: OIIIYNYX",,,13 Oct 2024 12:16:00,
OIKK,A4426/24,OIIX/QMRHW/IV/NBO/A/000/999/,2411090518,2502071100 EST,,"STRIP GRADING EXIST ON LEFT SIDE OF RWY 34R, WITH FLW SPECIFICATIONS: DIST FM THR RWY 34R: 500 M UP TO 4200 M, DIST FM RCL 34R: 60 M UP TO 170 M, DPT: 1.5 M, MACHINERY OPR WITH HGT OF 20 FT AND WILL VACATE DRG SKED FLT CREATED: 09 Nov 2024 05:20:00 SOURCE: OIIIYNYX",,,09 Nov 2024 05:20:00,
OIKK,A4425/24,OIIX/QMRXX/A/000/999/,2411090516,2502071100 EST,,BUMPY SFC ON RWY 16L/34R FM THR RWY 34R UP TO 800M. CREATED: 09 Nov 2024 05:18:00 SOURCE: OIIIYNYX,,,09 Nov 2024 05:18:00,
OIKK,A4145/24,OIIX/QCAXX/AE/000/999/,2410190544,2501151100 EST,,"REF AIP PAGE AD 2-7 OIKK ITEM 2.18, TOWER FREQ 257.800 MHZ ONLY AVBL ON BACK UP FREQ SYSTEM. CREATED: 19 Oct 2024 05:44:00 SOURCE: OIIIYNYX",,,19 Oct 2024 05:44:00,
OIKK,A4144/24,OIIX/QCAXX/AE/000/999/,2410190543,2501151100 EST,,"REF AIP PAGE AD 2-7 OIKK ITEM 2.18, TWR FREQ 243.000 MHZ ONLY AVBL ON BACK UP FREQ SYSTEM. CREATED: 19 Oct 2024 05:43:00 SOURCE: OIIIYNYX",,,19 Oct 2024 05:43:00,
OIKK,B0968/24,OIIX/QNNXX/E/000/999/,2412230846,2503232359 EST,,TACAN KER CH 97X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:45:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:45:00,
OIZH,A4649/24,OIIX/QLPAS/IV/BO/A/000/999/,2411241225,2412310800 EST,,PAPI RWY 35L NOT OPR. CREATED: 24 Nov 2024 12:28:00 SOURCE: OIIIYNYX,,,24 Nov 2024 12:28:00,
OIZH,B0973/24,OIIX/QNNXX/E/000/999/,2412230849,2503232359 EST,,TACAN ZAH CH 76X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:47:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:47:00,
OITL,A4811/24,OIIX/QFFCH/IV/NBO/A/000/999/,2412060500,PERM,,"REF AIP PAGE AD 2-2 OITL ITEM 2-6, AD CAT FOR RESCUE AND FIRE FIGHTING SER IS CAT 7, REMARKS: CAT 8: - AVBL DRG SKED FLT, - FOR NON-SKED FLT PPR FM ARDABIL AD AT LEAST 72 HR BFR EOBT, AMEND AIP ACCORDINGLY. CREATED: 04 Dec 2024 08:22:00 SOURCE: OIIIYNYX",,,04 Dec 2024 08:22:00,
OITL,A4668/24,OIIX/QLRXX/A/000/999/,2411261439,2502232359 EST,,"TWR REMOTE CONTROL LGT SYSTEM FOR RWY 07/25 U/S, AND LGT INTENSITY SETTING UNDER CONTROL MANUALLY BY TECHNICAL UNIT. CREATED: 26 Nov 2024 14:41:00 SOURCE: OIIIYNYX",,,26 Nov 2024 14:41:00,
OITL,A4667/24,OIIX/QFWAS/V/M/A/000/999/,2411261440,2502232359 EST,,SFC WIND DISPLAY IN TWR U/S. CREATED: 26 Nov 2024 14:40:00 SOURCE: OIIIYNYX,,,26 Nov 2024 14:40:00,
OITL,A4666/24,OIIX/QFTAS/I/B/A/000/999/,2411261437,2502232359 EST,,"REF AIP PAGE GEN 3.5-3, RVR RWY 33 TDZ AND MID U/S. CREATED: 26 Nov 2024 14:39:00 SOURCE: OIIIYNYX",,,26 Nov 2024 14:39:00,
OIBP,A5083/24,OIIX/QLPAS/IV/BO/A/000/999/,2412240802,2503232359 EST,,"REF AIP PAGE AD 2-6 OIBP ITEM 2.14 , RWY 13 PAPI RIGHT AND RWY 31 PAPI (RIGHT AND LEF",,,24 Dec 2024 08:02:00,
OIBP,A4810/24,OIIX/QLXAS/IV/M/A/000/999/,2412040730,2501041230 EST,,TWY E CENTER LGT U/S. CREATED: 04 Dec 2024 07:33:00 SOURCE: OIIIYNYX,,,04 Dec 2024 07:33:00,
OIKK,A4877/24,OIIX/QLPAS/IV/BO/A/000/999/,2412080748,2503080800 EST,,PAPI RWY 16R NOT OPR DUE TO PWR. CREATED: 08 Dec 2024 07:50:00 SOURCE: OIIIYNYX,,,08 Dec 2024 07:50:00,
OIKK,A4878/24,OIIX/QMRXX/A/000/999/,2412080750,2503080800 EST,,"9 CAVITIES EXIST AT RIGHT SIDE OF RWY 16R WITH FLW SPECIFICATIONS: NR 1: DIST FM RCL 40M ,DIAMETER: 1.5M , DPT: 2M (AT 30M B4 THR RWY 16",,,08 Dec 2024 07:52:00,
OIKK,A4879/24,OIIX/QMRXX/A/000/999/,2412080752,2503080800 EST,,"16 CAVITIES EXIST AT RIGHT SIDE OF RWY 34L WITH FLW SPECIFICATIONS: NR.:1, 2: DIST FM RCL: 40 M, DIAMETER: 2 M, DPT: 2 M, AT 120 M, 128 M BFR DTHR RWY 34L, NR.: 3, 4, 5, 6: DIST FM RCL: 40 M, DIAMETER: 2 M, DPT: 2 M, AT 150, 200, 300, 350M BFR DTHR RWY 34L, NR.: 7, 8, 9, 10, 11, 12, 13, 14, 15, 16: DIST FM RCL: 40 M, DIAMETER: 50 CM, DPT: 2 M, AT 120, 160, 180, 210, 230, 260, 280, 310, 330, 350M BFR DTHR RWY 34L. CREATED: 08 Dec 2024 07:54:00 SOURCE: OIIIYNYX",,,08 Dec 2024 07:54:00,
OIBB,B0970/24,OIIX/QNXXX/AE/000/999/,2412230845,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:46:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:46:00,
OIAW,A1896/24,OIIX/QOBCE/IV/M/AE/000/999/,2405261225,PERM,,NEW OBSTACLES EXIST IN ?CIRCLING AREAS AND AT AD? WITH FLW SPECIFICATIONS: OBST TYPE ELEVATION MARK/LGT COORDINATES ------------------------------------------------------------------ - BUILDING 89 FT AMSL NIL 312025N 0484537E - POWER LINE 103 FT AMSL NIL 312025N 0484539E - BUILDING 93 FT AMSL NIL 312022N 0484543E - MET COM MAST 198 FT AMSL LGTD 312043N 0484436E - TREE 119 FT AMSL NIL 312044N 0484437E - TREE 113 FT AMSL NIL 312045N 0484437E - COM MAST 721 FT AMSL LGTD 311923N 0484315E - TV ANTENNA 556 FT AMSL LGTD 311931N 0484257E - FLOOD LIGHT 148 FT AMSL LGTD 312043N 0484432E - FLOOD LIGHT 145 FT AMSL LGTD 312048N 0484428E - MAST 470 FT AMSL LGTD 311931N 0484300E - RCAG ANTENNA 113 FT AMSL LGTD 312039N 0484442E - BUILDING 80 FT AMSL NIL 312042N 0484444E - CC TV1 95 FT AMSL NIL 312046N 0484500E - CC TV2 93 FT AMSL NIL 311956N 0484627E AMEND AIP PAGE AD 2-4 OIAW ITEM 2.10. CREATED: 26 May 2024 12:25:00 SOURCE: OIIIYNYX,,,26 May 2024 12:25:00,
OIAW,A1559/24,OIIX/QOBCH/IV/M/AE/000/999/,2404290825,PERM,,NINE OBSTACLES IN CIRCLING AREA AND AT AD CHANGED WITH FLW SPECIFICATIONS: NR OBST TYPE ELEVATION MARKG/LGT COORDINATES -------------------------------------------------------------- 1- MAST 451 FT AMSL LGTD 311848N 0484417E 2- MAST 721 FT AMSL LGTD 311923N 0484314E 3- MAST 549 FT AMSL LGTD 311931N 0484255E 4- MAST 505 FT AMSL LGTD 311932N 0484257E 5- MAST 407 FT AMSL LGTD 311948N 0484213E 6- ANTENNA 199 FT AMSL LGTD 312119N 0484421E 7- ANTENNA 228 FT AMSL LGTD 312132N 0484430E 8- ANTENNA 199 FT AMSL LGTD 312043N 0484436E 9- RCAG ANTENNA 132 FT AMSL LGTD 312040N 0484441E AMEND AIP PAGE AD 2-4 OIAW ITEM 2.10. CREATED: 29 Apr 2024 08:27:00 SOURCE: OIIIYNYX,,,29 Apr 2024 08:27:00,
OIAW,A1557/24,OIIX/QOBCE/IV/M/AE/000/999/,2404290809,PERM,,"REF AIP PAGE AD 2-4 OIAW ITEM 2.10, NEW OBSTACLES EXIST IN APCH 12 / TKOF 30 AREAS AFFECTED WITH FLW SPECIFICATIONS: OBST TYPE ELEVATION MARKG/LGT COORDINATES -------------------------------------------------------------- 1- BUILDING 110 FT AMSL NIL 312047N 0484439E 2- BUILDING 84 FT AMSL NIL 312046N 0484438E 3- BTS ANTENNA 184 FT AMSL LGTD 312111N 0484354E 4- BUILDING 166 FT AMSL NIL 312117N 0484405E 4- ANTENNA 180 FT AMSL LGTD 312112N 0484420E 5- ANTENNA 182 FT AMSL LGTD 312111N 0484354E 6- ANTENNA 178 FT AMSL LGTD 312112N 0484420E 7- BTS ANTENNA 192 FT AMSL LGTD 312127N 0484358E 8- BUILDING 163 FT AMSL NIL 312117N 0484406E 9- BUILDING 84 FT AMSL NIL 312046N 0484441E 10- ILS GP 106 FT AMSL LGTD 311946.5N 0484623.3E ANTENNA 11- BUILDING 91 FT AMSL NIL 312049N 484434E 12- RVR ANTENNA 95 FT AMSL LGTD 312042N 0484503E 13- RVR ANTENNA 89 FT AMSL LGTD 311953N 0484628E AMEND AIP ACCORDINGLY. CREATED: 29 Apr 2024 08:12:00 SOURCE: OIIIYNYX",,,29 Apr 2024 08:12:00,
OIAW,A1556/24,OIIX/QOBAW/IV/M/AE/000/999/,2404290759,PERM,,"REF AIP PAGE AD 2-4 OIAW ITEM 2.10, THE FOLLOWING OBSTACLES IN CIRCLING AREA AND AT AD COMPLETELY WITHDRAWN: OBST TYPE ELEVATION MARKINGS/LGT COORDINATES -------------------------------------------------------------- 1. MAST 235 FT AMSL NIL 311956N 0484657E 2. MAST 263 FT AMSL NIL 311829N 0484617E 3. MAST 470 FT AMSL NIL 311931N 0484300E 4. MAST 81 FT AMSL NIL 312043N 0484443E 5. GROUP 112 FT AMSL NIL 312045N 0484435E OF MASTS 6. MAST 93 FT AMSL NIL 312050N 0484430E AMEND AIP ACCORDINGLY. CREATED: 29 Apr 2024 08:05:00 SOURCE: OIIIYNYX",,,29 Apr 2024 08:05:00,
OIAW,A1554/24,OIIX/QOBAW/IV/M/AE/000/999/,2404290735,PERM,,"REF AIP PAGE AD 2-4 OIAW ITEM 2.10, THE FOLLOWING OBSTACLES IN APCH / TKOF AREA AFFECTED COMPLETELY WITHDRAWN: OBST TYPE RWY/AREA ELEVATION MARK/LGT COORDINATES. ------------------------------------------------------------------- 1. MAST 12 APCH 88 FT AMSL NIL 312044N 0484442E 30 TKOF 2. MAST 12 APCH 85 FT AMSL NIL 312045N 0484442E 30 TKOF 3. MAST 12 APCH 85 FT AMSL NIL 312046N 0484441E 30 TKOF 4. TREE 12 APCH 103 FT AMSL NIL 312046N 0484441E 30 TKOF 5. BUILDING 12 APCH 92 FT AMSL NIL 312049N 0484434E 30 TKOF 6. BUILDING 12 APCH 91 FT AMSL NIL 312050N 0484433E 30 TKOF 7. BUILDING 12 APCH 91 FT AMSL NIL 312050N 0484433E 30 TKOF 8. BUILDING 12 APCH 91 FT AMSL NIL 312050N 0484432E 30 TKOF 9. BUILDING 12 APCH 116 FT AMSL NIL 312106N 0484425E 30 TKOF 10. BUILDING 12 APCH 96 FT AMSL NIL 312059N 0484428E 30 TKOF 11. BUILDING 12 APCH 169 FT AMSL NIL 312111N 0484354E 30 TKOF 12. BUILDING 12 APCH 101 FT AMSL NIL 312057N 0484423E 30 TKOF 13. BUILDING 12 APCH 166 FT AMSL NIL 312117N 0484405E 30 TKOF 14. HANGAR 12 APCH 107 FT AMSL NIL 312047N 0484439E 30 TKOF 15. GP 30 APCH 59 FT AMSL LGTD/MRKD 311946.5N 0484623.3E ANTENNA 12 TKOF AMEND AIP ACCORDINGLY. CREATED: 29 Apr 2024 07:44:00 SOURCE: OIIIYNYX",,,29 Apr 2024 07:44:00,
OIBB,A5106/24,OIIX/QICAS/I/NBO/A/000/999/,2412251325,2412261330 EST,,ILS/DME RWY 31R IBUZ CH36X NOT OPR DUE TO PWR CREATED: 25 Dec 2024 13:21:00 SOURCE: OIIIYNYX,,,25 Dec 2024 13:21:00,
OIBB,A5095/24,OIIX/QFALC/IV/NBO/A/000/999/,2412280930,2412281130,,"REF NOTAM A5091/24 AND B0988/24, AD CLSD. CREATED: 24 Dec 2024 09:48:00 SOURCE: OIIIYNYX",,,24 Dec 2024 09:48:00,
OIBB,A5091/24,OIIX/QWMLW/IV/BO/W/000/150/2853N05050E005,2412280930,2412281130,,"GUN FIRING WILL TAKE PLACE WI A CIRCLE, RADIUS 8 KM CENTERED AT: 285238N 0505026E DRG ACT MNM SAFE LVL ON AWY G55 BTN KHG DVOR/DME AND VATOB AND AWY W23 BTN BUZ DVOR/DME AND KUGVU AND AWY W144 BTN BUZ DVOR/DME AND SESMA RAISED TO FL170.",GND,15000,24 Dec 2024 08:54:00,
OIBB,B0988/24,OIIX/QWMLW/IV/BO/W/000/150/2841N05107E005,2412280930,2412281130,,"GUN FIRING WILL TAKE PLACE WI A CIRCLE, RADIUS 8 KM CENTERED AT: 284113N 0510646E, DRG ACT MNM SAFE LVL ON AWY G55 BTN BUZ DVOR/DME AND VATOB RAISED TO FL170.",GND,15000,24 Dec 2024 09:04:00,
OIBB,B0987/24,OIIX/QWMLW/IV/BO/W/000/150/2829N05105E005,2412280930,2412281130,,"GUN FIRING WILL TAKE PLACE WI A CIRCLE, RADIUS 8 KM CENTERED AT: 282900N 0510500E.",GND,15000,24 Dec 2024 08:58:00,
OIBB,B0978/24,OIIX/QNNXX/E/000/999/,2412230852,2503232359 EST,,TACAN BUZ CH 59X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:51:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:51:00,
OICC,A5108/24,OIIX/QMRLC/IV/NBO/A/000/999/,2412251450,2412281000 EST,,REF NEW AIP SUP 12/24 RWY 11R/29L CLSD. CREATED: 25 Dec 2024 14:51:00 SOURCE: OIIIYNYX,,,25 Dec 2024 14:51:00,
OIKK,A4880/24,OIIX/QMRXX/A/000/999/,2412080754,2503080800 EST,,"16 CAVITIES EXIST AT LEFT SIDE OF RWY 34L WITH FLW SPECIFICATIONS: NR1: DIST FM RCL 30 M ,DIAMETER: 1.5 M , DPT: 2 M (AT 110 M BEYOND DTHR RWY 34",,,08 Dec 2024 07:57:00,
OICC,A5084/24,OIIX/QLPAS/IV/BO/A/000/999/,2412240804,2503232359 EST,,"PAPI RWY 29L U/S , AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 08:03:00 SOURCE: OIIIYNYX",,,24 Dec 2024 08:03:00,
OICC,A4909/24,OIIX/QOBCE/IV/M/AE/000/999/,2412091111,2503081000 EST,"ERECTED AT 3420280376N 0471021.299E WITH FLW SPECIFICATIONS: RIGHT SIDE OF RWY 29L AND LEFT SIDE OF RWY 29R, 4354FT AMSL. 1. DIST FM THR RWY 29L: 400M 2. DIST FM THR RWY 29R: 300M 3. DIST FM CL RWY 29L: 130M 4. DIST FM CL RWY29R: 65M. CREATED: 09 Dec 2024 11:15:00 SOURCE: OIIIYNYX",A GP ANTENNA (MARKED AND LIGHTE,,,09 Dec 2024 11:15:00,
OICC,A4330/24,OIIX/QFAXX/IV/NBO/A/000/999/,2411021040,2502011030 EST,,ALL FLIGHTS ARE NOT AUTHORIZED TO FILE KERMANSHAH AIRPORT AS AN ALTERNATE AD IN FPL DUE TO PARKING LIMITATION. CREATED: 02 Nov 2024 10:41:00 SOURCE: OIIIYNYX,,,02 Nov 2024 10:41:00,
OICC,A3988/24,OIIX/QPILT/I/NBO/A/000/999/,2410080753,2412312030 EST,,"ALL SID, STAR AND IAC BASE ON DVOR/DME USEABLE ONLY DRG VMC. CREATED: 08 Oct 2024 07:53:00 SOURCE: OIIIYNYX",,,08 Oct 2024 07:53:00,
OICC,B0964/24,OIIX/QNNXX/E/000/999/,2412230844,2503232359 EST,,TACAN KSH CH 102X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:43:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:43:00,
OIGG,A5107/24,OIIX/QLEAS/I/BO/A/000/999/,2412251439,2412311430 EST,,RWY EDGE LGT EVERY OTHER ONE U/S. CREATED: 25 Dec 2024 14:39:00 SOURCE: OIIIYNYX,,,25 Dec 2024 14:39:00,
OIGG,A4974/24,OIIX/QFALT/IV/NBO/A/000/999/,2412160410,2503161200 EST,,"REF NOTAM A4973/24, TRAINING FLT NOT AUTHORIZED DUE TO CONST WORK. CREATED: 16 Dec 2024 04:11:00 SOURCE: OIIIYNYX",,,16 Dec 2024 04:11:00,
OIGG,A4973/24,OIIX/QMWHW/IV/M/A/000/999/,2412160403,2503161200 EST,,"CONST WORK IN PROGRESS ALONG BOTH SIDES OF RWY 09/27: DIST FM RCL: 90 M UP TO 150M , MACHINARY OPR WITH MAX HGT : 12 FT. CREATED: 16 Dec 2024 04:02:00 SOURCE: OIIIYNYX",,,16 Dec 2024 04:02:00,
OIKK,A4905/24,OIIX/QMXXX/A/000/999/,2412090524,2503081000 EST,,"REF AIP PAGE AD2 OIKK ADC, TWY B BTN APRON AND TWY E FOD DUE TO SAND. CREATED: 09 Dec 2024 05:27:00 SOURCE: OIIIYNYX",,,09 Dec 2024 05:27:00,
OIKK,A4904/24,OIIX/QMXLC/IV/M/A/000/999/,2412090521,2503081000 EST,,"REF AIP PAGE AD2 OIKK ADC, TWY E BTN TWY C AND TWY D CLSD, DUE TO WIP. CREATED: 09 Dec 2024 05:25:00 SOURCE: OIIIYNYX",,,09 Dec 2024 05:25:00,
OIKK,A4881/24,OIIX/QMRXX/A/000/999/,2412080756,2503080800 EST,,BUMPY SFC ON RWY 16R/34L FM THR RWY 16R UP TO 400M CREATED: 08 Dec 2024 07:58:00 SOURCE: OIIIYNYX,,,08 Dec 2024 07:58:00,
